,is_pick,hero_id,team,order,ord,match_id,team_id
597,False,106,Nigma,3,3,5453872903,7554697
598,False,7,Team Liquid,4,4,5453872903,2163
599,False,79,Nigma,5,5,5453872903,7554697
600,False,49,Team Liquid,6,6,5453872903,2163
601,False,39,Nigma,7,7,5453872903,7554697
602,True,58,Team Liquid,8,8,5453872903,2163
603,True,9,Nigma,9,9,5453872903,7554697
604,True,16,Nigma,10,10,5453872903,7554697
605,True,86,Team Liquid,11,11,5453872903,2163
606,False,82,Team Liquid,12,12,5453872903,2163
607,False,10,Nigma,13,13,5453872903,7554697
608,True,30,Nigma,14,14,5453872903,7554697
609,True,102,Team Liquid,15,15,5453872903,2163
610,True,47,Nigma,16,16,5453872903,7554697
611,True,56,Team Liquid,17,17,5453872903,2163
612,False,4,Nigma,18,18,5453872903,7554697
613,False,12,Team Liquid,19,19,5453872903,2163
614,True,96,Team Liquid,20,20,5453872903,2163
615,True,67,Nigma,21,21,5453872903,7554697
616,False,43,Team Liquid,0,0,5450581495,2163
617,False,110,HellRaisers,1,1,5450581495,7422789
618,False,65,Team Liquid,2,2,5450581495,2163
619,False,79,HellRaisers,3,3,5450581495,7422789
620,False,98,Team Liquid,4,4,5450581495,2163
621,False,106,HellRaisers,5,5,5450581495,7422789
622,False,49,Team Liquid,6,6,5450581495,2163
623,False,77,HellRaisers,7,7,5450581495,7422789
624,True,121,Team Liquid,8,8,5450581495,2163
625,True,120,HellRaisers,9,9,5450581495,7422789
626,True,53,HellRaisers,10,10,5450581495,7422789
627,True,126,Team Liquid,11,11,5450581495,2163
628,False,39,Team Liquid,12,12,5450581495,2163
629,False,80,HellRaisers,13,13,5450581495,7422789
630,True,30,HellRaisers,14,14,5450581495,7422789
631,True,63,Team Liquid,15,15,5450581495,2163
632,True,114,HellRaisers,16,16,5450581495,7422789
633,True,107,Team Liquid,17,17,5450581495,2163
634,False,17,HellRaisers,18,18,5450581495,7422789
635,False,46,Team Liquid,19,19,5450581495,2163
636,True,11,Team Liquid,20,20,5450581495,2163
637,True,28,HellRaisers,21,21,5450581495,7422789
638,False,65,Team Liquid,0,0,5450485396,2163
639,False,110,HellRaisers,1,1,5450485396,7422789
640,False,43,Team Liquid,2,2,5450485396,2163
641,False,79,HellRaisers,3,3,5450485396,7422789
642,False,98,Team Liquid,4,4,5450485396,2163
643,False,106,HellRaisers,5,5,5450485396,7422789
644,False,49,Team Liquid,6,6,5450485396,2163
645,False,77,HellRaisers,7,7,5450485396,7422789
646,True,39,Team Liquid,8,8,5450485396,2163
647,True,121,HellRaisers,9,9,5450485396,7422789
648,True,120,HellRaisers,10,10,5450485396,7422789
649,True,7,Team Liquid,11,11,5450485396,2163
650,False,32,Team Liquid,12,12,5450485396,2163
651,False,80,HellRaisers,13,13,5450485396,7422789
652,True,53,HellRaisers,14,14,5450485396,7422789
653,True,30,Team Liquid,15,15,5450485396,2163
654,True,63,HellRaisers,16,16,5450485396,7422789
655,True,36,Team Liquid,17,17,5450485396,2163
656,False,23,HellRaisers,18,18,5450485396,7422789
657,False,40,Team Liquid,19,19,5450485396,2163
658,True,41,Team Liquid,20,20,5450485396,2163
659,True,74,HellRaisers,21,21,5450485396,7422789
660,False,65,Team Liquid,0,0,5450379602,2163
661,False,110,HellRaisers,1,1,5450379602,7422789
662,False,43,Team Liquid,2,2,5450379602,2163
663,False,79,HellRaisers,3,3,5450379602,7422789
664,False,120,Team Liquid,4,4,5450379602,2163
665,False,80,HellRaisers,5,5,5450379602,7422789
666,False,98,Team Liquid,6,6,5450379602,2163
667,False,106,HellRaisers,7,7,5450379602,7422789
668,True,121,Team Liquid,8,8,5450379602,2163
669,True,111,HellRaisers,9,9,5450379602,7422789
670,True,49,HellRaisers,10,10,5450379602,7422789
671,True,77,Team Liquid,11,11,5450379602,2163
672,False,29,Team Liquid,12,12,5450379602,2163
673,False,86,HellRaisers,13,13,5450379602,7422789
674,True,7,HellRaisers,14,14,5450379602,7422789
675,True,30,Team Liquid,15,15,5450379602,2163
676,True,63,HellRaisers,16,16,5450379602,7422789
677,True,28,Team Liquid,17,17,5450379602,2163
678,False,114,HellRaisers,18,18,5450379602,7422789
679,False,23,Team Liquid,19,19,5450379602,2163
680,True,39,Team Liquid,20,20,5450379602,2163
681,True,95,HellRaisers,21,21,5450379602,7422789
682,False,53,Team Liquid,0,0,5446735849,2163
683,False,77,Natus Vincere,1,1,5446735849,36
684,False,43,Team Liquid,2,2,5446735849,2163
685,False,49,Natus Vincere,3,3,5446735849,36
686,False,58,Team Liquid,4,4,5446735849,2163
687,False,110,Natus Vincere,5,5,5446735849,36
688,False,38,Team Liquid,6,6,5446735849,2163
689,False,106,Natus Vincere,7,7,5446735849,36
690,True,79,Team Liquid,8,8,5446735849,2163
691,True,39,Natus Vincere,9,9,5446735849,36
692,True,86,Natus Vincere,10,10,5446735849,36
693,True,80,Team Liquid,11,11,5446735849,2163
694,False,12,Team Liquid,12,12,5446735849,2163
695,False,65,Natus Vincere,13,13,5446735849,36
696,True,83,Natus Vincere,14,14,5446735849,36
697,True,102,Team Liquid,15,15,5446735849,2163
698,True,10,Natus Vincere,16,16,5446735849,36
699,True,129,Team Liquid,17,17,5446735849,2163
700,False,13,Natus Vincere,18,18,5446735849,36
701,False,23,Team Liquid,19,19,5446735849,2163
702,True,9,Team Liquid,20,20,5446735849,2163
703,True,98,Natus Vincere,21,21,5446735849,36
704,False,126,Natus Vincere,0,0,5446579683,36
705,False,53,Team Liquid,1,1,5446579683,2163
706,False,36,Natus Vincere,2,2,5446579683,36
707,False,43,Team Liquid,3,3,5446579683,2163
708,False,49,Natus Vincere,4,4,5446579683,36
709,False,58,Team Liquid,5,5,5446579683,2163
710,False,39,Natus Vincere,6,6,5446579683,36
711,False,106,Team Liquid,7,7,5446579683,2163
712,True,110,Natus Vincere,8,8,5446579683,36
713,True,79,Team Liquid,9,9,5446579683,2163
714,True,96,Team Liquid,10,10,5446579683,2163
715,True,2,Natus Vincere,11,11,5446579683,36
716,False,48,Natus Vincere,12,12,5446579683,36
717,False,77,Team Liquid,13,13,5446579683,2163
718,True,20,Team Liquid,14,14,5446579683,2163
719,True,3,Natus Vincere,15,15,5446579683,36
720,True,80,Team Liquid,16,16,5446579683,2163
721,True,12,Natus Vincere,17,17,5446579683,36
722,False,98,Team Liquid,18,18,5446579683,2163
723,False,114,Natus Vincere,19,19,5446579683,36
724,True,23,Natus Vincere,20,20,5446579683,36
725,True,17,Team Liquid,21,21,5446579683,2163
726,False,126,Natus Vincere,0,0,5446429838,36
727,False,53,Team Liquid,1,1,5446429838,2163
728,False,39,Natus Vincere,2,2,5446429838,36
729,False,43,Team Liquid,3,3,5446429838,2163
730,False,49,Natus Vincere,4,4,5446429838,36
731,False,58,Team Liquid,5,5,5446429838,2163
732,False,80,Natus Vincere,6,6,5446429838,36
733,False,110,Team Liquid,7,7,5446429838,2163
734,True,106,Natus Vincere,8,8,5446429838,36
735,True,3,Team Liquid,9,9,5446429838,2163
736,True,36,Team Liquid,10,10,5446429838,2163
737,True,121,Natus Vincere,11,11,5446429838,36
738,False,114,Natus Vincere,12,12,5446429838,36
739,False,38,Team Liquid,13,13,5446429838,2163
740,True,86,Team Liquid,14,14,5446429838,2163
741,True,83,Natus Vincere,15,15,5446429838,36
742,True,48,Team Liquid,16,16,5446429838,2163
743,True,77,Natus Vincere,17,17,5446429838,36
744,False,65,Team Liquid,18,18,5446429838,2163
745,False,98,Natus Vincere,19,19,5446429838,36
746,True,45,Natus Vincere,20,20,5446429838,36
747,True,29,Team Liquid,21,21,5446429838,2163
748,False,77,Nigma,0,0,5444494373,7554697
749,False,91,Team Liquid,1,1,5444494373,2163
750,False,110,Nigma,2,2,5444494373,7554697
751,False,53,Team Liquid,3,3,5444494373,2163
752,False,80,Nigma,4,4,5444494373,7554697
753,False,106,Team Liquid,5,5,5444494373,2163
754,False,79,Nigma,6,6,5444494373,7554697
755,False,58,Team Liquid,7,7,5444494373,2163
756,True,39,Nigma,8,8,5444494373,7554697
757,True,49,Team Liquid,9,9,5444494373,2163
758,True,121,Team Liquid,10,10,5444494373,2163
759,True,107,Nigma,11,11,5444494373,7554697
760,False,33,Nigma,12,12,5444494373,7554697
761,False,82,Team Liquid,13,13,5444494373,2163
762,True,86,Team Liquid,14,14,5444494373,2163
763,True,20,Nigma,15,15,5444494373,7554697
764,True,78,Team Liquid,16,16,5444494373,2163
765,True,47,Nigma,17,17,5444494373,7554697
766,False,48,Team Liquid,18,18,5444494373,2163
767,False,61,Nigma,19,19,5444494373,7554697
768,True,43,Nigma,20,20,5444494373,7554697
769,True,113,Team Liquid,21,21,5444494373,2163
770,False,77,Nigma,0,0,5444388252,7554697
771,False,53,Team Liquid,1,1,5444388252,2163
772,False,80,Nigma,2,2,5444388252,7554697
773,False,91,Team Liquid,3,3,5444388252,2163
774,False,110,Nigma,4,4,5444388252,7554697
775,False,106,Team Liquid,5,5,5444388252,2163
776,False,79,Nigma,6,6,5444388252,7554697
777,False,58,Team Liquid,7,7,5444388252,2163
778,True,39,Nigma,8,8,5444388252,7554697
779,True,49,Team Liquid,9,9,5444388252,2163
780,True,111,Team Liquid,10,10,5444388252,2163
781,True,107,Nigma,11,11,5444388252,7554697
782,False,33,Nigma,12,12,5444388252,7554697
783,False,38,Team Liquid,13,13,5444388252,2163
784,True,21,Team Liquid,14,14,5444388252,2163
785,True,20,Nigma,15,15,5444388252,7554697
786,True,100,Team Liquid,16,16,5444388252,2163
787,True,48,Nigma,17,17,5444388252,7554697
788,False,47,Team Liquid,18,18,5444388252,2163
789,False,59,Nigma,19,19,5444388252,7554697
790,True,82,Nigma,20,20,5444388252,7554697
791,True,97,Team Liquid,21,21,5444388252,2163
792,False,77,Nigma,0,0,5444178849,7554697
793,False,53,Team Liquid,1,1,5444178849,2163
794,False,80,Nigma,2,2,5444178849,7554697
795,False,91,Team Liquid,3,3,5444178849,2163
796,False,79,Nigma,4,4,5444178849,7554697
797,False,58,Team Liquid,5,5,5444178849,2163
798,False,110,Nigma,6,6,5444178849,7554697
799,False,66,Team Liquid,7,7,5444178849,2163
800,True,106,Nigma,8,8,5444178849,7554697
801,True,3,Team Liquid,9,9,5444178849,2163
802,True,39,Team Liquid,10,10,5444178849,2163
803,True,90,Nigma,11,11,5444178849,7554697
804,False,86,Nigma,12,12,5444178849,7554697
805,False,62,Team Liquid,13,13,5444178849,2163
806,True,83,Team Liquid,14,14,5444178849,2163
807,True,102,Nigma,15,15,5444178849,7554697
808,True,10,Team Liquid,16,16,5444178849,2163
809,True,38,Nigma,17,17,5444178849,7554697
810,False,92,Team Liquid,18,18,5444178849,2163
811,False,46,Nigma,19,19,5444178849,7554697
812,True,25,Nigma,20,20,5444178849,7554697
813,True,98,Team Liquid,21,21,5444178849,2163
814,False,98,Team Liquid,0,0,5442345688,2163
815,False,77,Team Unique,1,1,5442345688,7820540
816,False,53,Team Liquid,2,2,5442345688,2163
817,False,58,Team Unique,3,3,5442345688,7820540
818,False,43,Team Liquid,4,4,5442345688,2163
819,False,106,Team Unique,5,5,5442345688,7820540
820,False,83,Team Liquid,6,6,5442345688,2163
821,False,38,Team Unique,7,7,5442345688,7820540
822,True,110,Team Liquid,8,8,5442345688,2163
823,True,128,Team Unique,9,9,5442345688,7820540
824,True,39,Team Unique,10,10,5442345688,7820540
825,True,86,Team Liquid,11,11,5442345688,2163
826,False,72,Team Liquid,12,12,5442345688,2163
827,False,80,Team Unique,13,13,5442345688,7820540
828,True,100,Team Unique,14,14,5442345688,7820540
829,True,102,Team Liquid,15,15,5442345688,2163
830,True,33,Team Unique,16,16,5442345688,7820540
831,True,20,Team Liquid,17,17,5442345688,2163
832,False,46,Team Unique,18,18,5442345688,7820540
833,False,95,Team Liquid,19,19,5442345688,2163
834,True,11,Team Liquid,20,20,5442345688,2163
835,True,70,Team Unique,21,21,5442345688,7820540
836,False,58,Team Unique,0,0,5442130802,7820540
837,False,53,Team Liquid,1,1,5442130802,2163
838,False,106,Team Unique,2,2,5442130802,7820540
839,False,43,Team Liquid,3,3,5442130802,2163
840,False,129,Team Unique,4,4,5442130802,7820540
841,False,98,Team Liquid,5,5,5442130802,2163
842,False,38,Team Unique,6,6,5442130802,7820540
843,False,65,Team Liquid,7,7,5442130802,2163
844,True,83,Team Unique,8,8,5442130802,7820540
845,True,2,Team Liquid,9,9,5442130802,2163
846,True,110,Team Liquid,10,10,5442130802,2163
847,True,128,Team Unique,11,11,5442130802,7820540
848,False,80,Team Unique,12,12,5442130802,7820540
849,False,49,Team Liquid,13,13,5442130802,2163
850,True,121,Team Liquid,14,14,5442130802,2163
851,True,72,Team Unique,15,15,5442130802,7820540
852,True,126,Team Liquid,16,16,5442130802,2163
853,True,39,Team Unique,17,17,5442130802,7820540
854,False,99,Team Liquid,18,18,5442130802,2163
855,False,10,Team Unique,19,19,5442130802,7820540
856,True,3,Team Unique,20,20,5442130802,7820540
857,True,61,Team Liquid,21,21,5442130802,2163
858,False,53,Team Liquid,0,0,5439105884,2163
859,False,98,FAMILY TEAM,1,1,5439105884,7930695
860,False,43,Team Liquid,2,2,5439105884,2163
861,False,121,FAMILY TEAM,3,3,5439105884,7930695
862,False,38,Team Liquid,4,4,5439105884,2163
863,False,110,FAMILY TEAM,5,5,5439105884,7930695
864,False,36,Team Liquid,6,6,5439105884,2163
865,False,77,FAMILY TEAM,7,7,5439105884,7930695
866,True,106,Team Liquid,8,8,5439105884,2163
867,True,66,FAMILY TEAM,9,9,5439105884,7930695
868,True,90,FAMILY TEAM,10,10,5439105884,7930695
869,True,58,Team Liquid,11,11,5439105884,2163
870,False,95,Team Liquid,12,12,5439105884,2163
871,False,39,FAMILY TEAM,13,13,5439105884,7930695
872,True,17,FAMILY TEAM,14,14,5439105884,7930695
873,True,7,Team Liquid,15,15,5439105884,2163
874,True,100,FAMILY TEAM,16,16,5439105884,7930695
875,True,92,Team Liquid,17,17,5439105884,2163
876,False,129,FAMILY TEAM,18,18,5439105884,7930695
877,False,12,Team Liquid,19,19,5439105884,2163
878,True,65,Team Liquid,20,20,5439105884,2163
879,True,99,FAMILY TEAM,21,21,5439105884,7930695
880,False,98,FAMILY TEAM,0,0,5439033949,7930695
881,False,77,Team Liquid,1,1,5439033949,2163
882,False,39,FAMILY TEAM,2,2,5439033949,7930695
883,False,53,Team Liquid,3,3,5439033949,2163
884,False,43,FAMILY TEAM,4,4,5439033949,7930695
885,False,38,Team Liquid,5,5,5439033949,2163
886,False,86,FAMILY TEAM,6,6,5439033949,7930695
887,False,90,Team Liquid,7,7,5439033949,2163
888,True,121,FAMILY TEAM,8,8,5439033949,7930695
889,True,110,Team Liquid,9,9,5439033949,2163
890,True,106,Team Liquid,10,10,5439033949,2163
891,True,36,FAMILY TEAM,11,11,5439033949,7930695
892,False,3,FAMILY TEAM,12,12,5439033949,7930695
893,False,8,Team Liquid,13,13,5439033949,2163
894,True,58,Team Liquid,14,14,5439033949,2163
895,True,79,FAMILY TEAM,15,15,5439033949,7930695
896,True,96,Team Liquid,16,16,5439033949,2163
897,True,10,FAMILY TEAM,17,17,5439033949,7930695
898,False,49,Team Liquid,18,18,5439033949,2163
899,False,92,FAMILY TEAM,19,19,5439033949,7930695
900,True,33,FAMILY TEAM,20,20,5439033949,7930695
901,True,46,Team Liquid,21,21,5439033949,2163
902,False,110,Gambit Esports,0,0,5436769744,6209143
903,False,58,Team Liquid,1,1,5436769744,2163
904,False,77,Gambit Esports,2,2,5436769744,6209143
905,False,53,Team Liquid,3,3,5436769744,2163
906,False,79,Gambit Esports,4,4,5436769744,6209143
907,False,39,Team Liquid,5,5,5436769744,2163
908,False,90,Gambit Esports,6,6,5436769744,6209143
909,False,36,Team Liquid,7,7,5436769744,2163
910,True,7,Gambit Esports,8,8,5436769744,6209143
911,True,106,Team Liquid,9,9,5436769744,2163
912,True,86,Team Liquid,10,10,5436769744,2163
913,True,114,Gambit Esports,11,11,5436769744,6209143
914,False,121,Gambit Esports,12,12,5436769744,6209143
915,False,65,Team Liquid,13,13,5436769744,2163
916,True,20,Team Liquid,14,14,5436769744,2163
917,True,87,Gambit Esports,15,15,5436769744,6209143
918,True,38,Team Liquid,16,16,5436769744,2163
919,True,98,Gambit Esports,17,17,5436769744,6209143
920,False,95,Team Liquid,18,18,5436769744,2163
921,False,92,Gambit Esports,19,19,5436769744,6209143
922,True,126,Gambit Esports,20,20,5436769744,6209143
923,True,11,Team Liquid,21,21,5436769744,2163
924,False,110,Gambit Esports,0,0,5436679814,6209143
925,False,53,Team Liquid,1,1,5436679814,2163
926,False,49,Gambit Esports,2,2,5436679814,6209143
927,False,58,Team Liquid,3,3,5436679814,2163
928,False,77,Gambit Esports,4,4,5436679814,6209143
929,False,65,Team Liquid,5,5,5436679814,2163
930,False,79,Gambit Esports,6,6,5436679814,6209143
931,False,39,Team Liquid,7,7,5436679814,2163
932,True,121,Gambit Esports,8,8,5436679814,6209143
933,True,106,Team Liquid,9,9,5436679814,2163
934,True,90,Team Liquid,10,10,5436679814,2163
935,True,2,Gambit Esports,11,11,5436679814,6209143
936,False,86,Gambit Esports,12,12,5436679814,6209143
937,False,36,Team Liquid,13,13,5436679814,2163
938,True,21,Team Liquid,14,14,5436679814,2163
939,True,84,Gambit Esports,15,15,5436679814,6209143
940,True,100,Team Liquid,16,16,5436679814,2163
941,True,41,Gambit Esports,17,17,5436679814,6209143
942,False,43,Team Liquid,18,18,5436679814,2163
943,False,25,Gambit Esports,19,19,5436679814,6209143
944,True,17,Gambit Esports,20,20,5436679814,6209143
945,True,92,Team Liquid,21,21,5436679814,2163
946,False,110,ViKin.gg,0,0,5435437375,6685591
947,False,77,Team Liquid,1,1,5435437375,2163
948,False,106,ViKin.gg,2,2,5435437375,6685591
949,False,58,Team Liquid,3,3,5435437375,2163
950,False,129,ViKin.gg,4,4,5435437375,6685591
951,False,66,Team Liquid,5,5,5435437375,2163
952,False,38,ViKin.gg,6,6,5435437375,6685591
953,False,36,Team Liquid,7,7,5435437375,2163
954,True,49,ViKin.gg,8,8,5435437375,6685591
955,True,121,Team Liquid,9,9,5435437375,2163
956,True,114,Team Liquid,10,10,5435437375,2163
957,True,79,ViKin.gg,11,11,5435437375,6685591
958,False,98,ViKin.gg,12,12,5435437375,6685591
959,False,39,Team Liquid,13,13,5435437375,2163
960,True,86,Team Liquid,14,14,5435437375,2163
961,True,20,ViKin.gg,15,15,5435437375,6685591
962,True,96,Team Liquid,16,16,5435437375,2163
963,True,53,ViKin.gg,17,17,5435437375,6685591
964,False,48,Team Liquid,18,18,5435437375,2163
965,False,61,ViKin.gg,19,19,5435437375,6685591
966,True,11,ViKin.gg,20,20,5435437375,6685591
967,True,80,Team Liquid,21,21,5435437375,2163
968,False,77,Team Liquid,0,0,5435358204,2163
969,False,110,ViKin.gg,1,1,5435358204,6685591
970,False,66,Team Liquid,2,2,5435358204,2163
971,False,49,ViKin.gg,3,3,5435358204,6685591
972,False,58,Team Liquid,4,4,5435358204,2163
973,False,121,ViKin.gg,5,5,5435358204,6685591
974,False,38,Team Liquid,6,6,5435358204,2163
975,False,106,ViKin.gg,7,7,5435358204,6685591
976,True,86,Team Liquid,8,8,5435358204,2163
977,True,20,ViKin.gg,9,9,5435358204,6685591
978,True,7,ViKin.gg,10,10,5435358204,6685591
979,True,129,Team Liquid,11,11,5435358204,2163
980,False,32,Team Liquid,12,12,5435358204,2163
981,False,109,ViKin.gg,13,13,5435358204,6685591
982,True,48,ViKin.gg,14,14,5435358204,6685591
983,True,64,Team Liquid,15,15,5435358204,2163
984,True,36,ViKin.gg,16,16,5435358204,6685591
985,True,17,Team Liquid,17,17,5435358204,2163
986,False,10,ViKin.gg,18,18,5435358204,6685591
987,False,39,Team Liquid,19,19,5435358204,2163
988,True,95,Team Liquid,20,20,5435358204,2163
989,True,46,ViKin.gg,21,21,5435358204,6685591
990,False,58,Team Liquid,0,0,5433169100,2163
991,False,110,Team Secret,1,1,5433169100,1838315
992,False,36,Team Liquid,2,2,5433169100,2163
993,False,121,Team Secret,3,3,5433169100,1838315
994,False,66,Team Liquid,4,4,5433169100,2163
995,False,106,Team Secret,5,5,5433169100,1838315
996,False,35,Team Liquid,6,6,5433169100,2163
997,False,49,Team Secret,7,7,5433169100,1838315
998,True,39,Team Liquid,8,8,5433169100,2163
999,True,86,Team Secret,9,9,5433169100,1838315
1000,True,3,Team Secret,10,10,5433169100,1838315
1001,True,30,Team Liquid,11,11,5433169100,2163
1002,False,102,Team Liquid,12,12,5433169100,2163
1003,False,114,Team Secret,13,13,5433169100,1838315
1004,True,126,Team Secret,14,14,5433169100,1838315
1005,True,100,Team Liquid,15,15,5433169100,2163
1006,True,23,Team Secret,16,16,5433169100,1838315
1007,True,21,Team Liquid,17,17,5433169100,2163
1008,False,46,Team Secret,18,18,5433169100,1838315
1009,False,12,Team Liquid,19,19,5433169100,2163
1010,True,10,Team Liquid,20,20,5433169100,2163
1011,True,95,Team Secret,21,21,5433169100,1838315
1012,False,58,Team Liquid,0,0,5433022451,2163
1013,False,110,Team Secret,1,1,5433022451,1838315
1014,False,36,Team Liquid,2,2,5433022451,2163
1015,False,106,Team Secret,3,3,5433022451,1838315
1016,False,66,Team Liquid,4,4,5433022451,2163
1017,False,121,Team Secret,5,5,5433022451,1838315
1018,False,35,Team Liquid,6,6,5433022451,2163
1019,False,49,Team Secret,7,7,5433022451,1838315
1020,True,79,Team Liquid,8,8,5433022451,2163
1021,True,39,Team Secret,9,9,5433022451,1838315
1022,True,7,Team Secret,10,10,5433022451,1838315
1023,True,80,Team Liquid,11,11,5433022451,2163
1024,False,98,Team Liquid,12,12,5433022451,2163
1025,False,86,Team Secret,13,13,5433022451,1838315
1026,True,64,Team Secret,14,14,5433022451,1838315
1027,True,30,Team Liquid,15,15,5433022451,2163
1028,True,38,Team Secret,16,16,5433022451,1838315
1029,True,96,Team Liquid,17,17,5433022451,2163
1030,False,126,Team Secret,18,18,5433022451,1838315
1031,False,77,Team Liquid,19,19,5433022451,2163
1032,True,56,Team Liquid,20,20,5433022451,2163
1033,True,81,Team Secret,21,21,5433022451,1838315
1034,False,35,Team Liquid,0,0,5431601321,2163
1035,False,110,Team Secret,1,1,5431601321,1838315
1036,False,62,Team Liquid,2,2,5431601321,2163
1037,False,121,Team Secret,3,3,5431601321,1838315
1038,False,49,Team Liquid,4,4,5431601321,2163
1039,False,79,Team Secret,5,5,5431601321,1838315
1040,False,66,Team Liquid,6,6,5431601321,2163
1041,False,39,Team Secret,7,7,5431601321,1838315
1042,True,106,Team Liquid,8,8,5431601321,2163
1043,True,36,Team Secret,9,9,5431601321,1838315
1044,True,86,Team Secret,10,10,5431601321,1838315
1045,True,129,Team Liquid,11,11,5431601321,2163
1046,False,8,Team Liquid,12,12,5431601321,2163
1047,False,119,Team Secret,13,13,5431601321,1838315
1048,True,58,Team Secret,14,14,5431601321,1838315
1049,True,21,Team Liquid,15,15,5431601321,2163
1050,True,80,Team Secret,16,16,5431601321,1838315
1051,True,43,Team Liquid,17,17,5431601321,2163
1052,False,112,Team Secret,18,18,5431601321,1838315
1053,False,23,Team Liquid,19,19,5431601321,2163
1054,True,90,Team Liquid,20,20,5431601321,2163
1055,True,38,Team Secret,21,21,5431601321,1838315
1056,False,110,Team Secret,0,0,5431538040,1838315
1057,False,62,Team Liquid,1,1,5431538040,2163
1058,False,121,Team Secret,2,2,5431538040,1838315
1059,False,35,Team Liquid,3,3,5431538040,2163
1060,False,129,Team Secret,4,4,5431538040,1838315
1061,False,39,Team Liquid,5,5,5431538040,2163
1062,False,79,Team Secret,6,6,5431538040,1838315
1063,False,106,Team Liquid,7,7,5431538040,2163
1064,True,49,Team Secret,8,8,5431538040,1838315
1065,True,86,Team Liquid,9,9,5431538040,2163
1066,True,126,Team Liquid,10,10,5431538040,2163
1067,True,66,Team Secret,11,11,5431538040,1838315
1068,False,15,Team Secret,12,12,5431538040,1838315
1069,False,36,Team Liquid,13,13,5431538040,2163
1070,True,98,Team Liquid,14,14,5431538040,2163
1071,True,26,Team Secret,15,15,5431538040,1838315
1072,True,20,Team Liquid,16,16,5431538040,2163
1073,True,43,Team Secret,17,17,5431538040,1838315
1074,False,65,Team Liquid,18,18,5431538040,2163
1075,False,77,Team Secret,19,19,5431538040,1838315
1076,True,114,Team Secret,20,20,5431538040,1838315
1077,True,6,Team Liquid,21,21,5431538040,2163
1078,False,62,Team Liquid,0,0,5431446895,2163
1079,False,110,Team Secret,1,1,5431446895,1838315
1080,False,7,Team Liquid,2,2,5431446895,2163
1081,False,121,Team Secret,3,3,5431446895,1838315
1082,False,33,Team Liquid,4,4,5431446895,2163
1083,False,129,Team Secret,5,5,5431446895,1838315
1084,False,114,Team Liquid,6,6,5431446895,2163
1085,False,111,Team Secret,7,7,5431446895,1838315
1086,True,49,Team Liquid,8,8,5431446895,2163
1087,True,106,Team Secret,9,9,5431446895,1838315
1088,True,35,Team Secret,10,10,5431446895,1838315
1089,True,86,Team Liquid,11,11,5431446895,2163
1090,False,90,Team Liquid,12,12,5431446895,2163
1091,False,77,Team Secret,13,13,5431446895,1838315
1092,True,58,Team Secret,14,14,5431446895,1838315
1093,True,39,Team Liquid,15,15,5431446895,2163
1094,True,102,Team Secret,16,16,5431446895,1838315
1095,True,61,Team Liquid,17,17,5431446895,2163
1096,False,66,Team Secret,18,18,5431446895,1838315
1097,False,23,Team Liquid,19,19,5431446895,2163
1098,True,22,Team Liquid,20,20,5431446895,2163
1099,True,46,Team Secret,21,21,5431446895,1838315
1100,False,49,OG,0,0,5430985653,2586976
1101,False,53,Team Liquid,1,1,5430985653,2163
1102,False,39,OG,2,2,5430985653,2586976
1103,False,106,Team Liquid,3,3,5430985653,2163
1104,False,121,OG,4,4,5430985653,2586976
1105,False,66,Team Liquid,5,5,5430985653,2163
1106,False,129,OG,6,6,5430985653,2586976
1107,False,95,Team Liquid,7,7,5430985653,2163
1108,True,79,OG,8,8,5430985653,2586976
1109,True,86,Team Liquid,9,9,5430985653,2163
1110,True,126,Team Liquid,10,10,5430985653,2163
1111,True,52,OG,11,11,5430985653,2586976
1112,False,77,OG,12,12,5430985653,2586976
1113,False,38,Team Liquid,13,13,5430985653,2163
1114,True,21,Team Liquid,14,14,5430985653,2163
1115,True,107,OG,15,15,5430985653,2586976
1116,True,100,Team Liquid,16,16,5430985653,2163
1117,True,98,OG,17,17,5430985653,2586976
1118,False,48,Team Liquid,18,18,5430985653,2163
1119,False,80,OG,19,19,5430985653,2586976
1120,True,114,OG,20,20,5430985653,2586976
1121,True,15,Team Liquid,21,21,5430985653,2163
1122,False,111,OG,0,0,5430896208,2586976
1123,False,53,Team Liquid,1,1,5430896208,2163
1124,False,77,OG,2,2,5430896208,2586976
1125,False,38,Team Liquid,3,3,5430896208,2163
1126,False,121,OG,4,4,5430896208,2586976
1127,False,66,Team Liquid,5,5,5430896208,2163
1128,False,61,OG,6,6,5430896208,2586976
1129,False,55,Team Liquid,7,7,5430896208,2163
1130,True,106,OG,8,8,5430896208,2586976
1131,True,49,Team Liquid,9,9,5430896208,2163
1132,True,86,Team Liquid,10,10,5430896208,2163
1133,True,90,OG,11,11,5430896208,2586976
1134,False,8,OG,12,12,5430896208,2586976
1135,False,65,Team Liquid,13,13,5430896208,2163
1136,True,39,Team Liquid,14,14,5430896208,2163
1137,True,30,OG,15,15,5430896208,2586976
1138,True,3,Team Liquid,16,16,5430896208,2163
1139,True,104,OG,17,17,5430896208,2586976
1140,False,48,Team Liquid,18,18,5430896208,2163
1141,False,95,OG,19,19,5430896208,2586976
1142,True,92,OG,20,20,5430896208,2586976
1143,True,10,Team Liquid,21,21,5430896208,2163
1144,False,105,Team Liquid,0,0,5429518804,2163
1145,False,79,Virtus.pro,1,1,5429518804,1883502
